chain,apr,blockTime,blockHeight,inflation,tokenBonded,tokenSupply,tokenCommunity,validatorsActive,validatorsInactive,validatorsTotal,txs,tps,tpb,accountsMonthly,accountsTotal,marketGeckoId,marketPrice,marketCap,marketCapRank,marketFullyDilutedValuation,marketVolume,marketHigh24h,marketLow24h,marketChange24h,marketChangePercentage24h,marketCapChange24h,marketCapChangePercentage24h,marketSupplyCirculating,marketSupplyTotal,marketSupplyMax,marketAth,marketAthDate,marketAtl,marketAtlDate,marketPriceChangePercentage1h,marketPriceChangePercentage24h,marketPriceChangePercentage7d,marketPriceChangePercentage14d,marketPriceChangePercentage30d,marketPriceChangePercentage1y,timestamp,activeAccountCount
cosmos,0.165115,5.8638554,26196373,0.1,269666927,454345686,9707444,200,386,586,86216273,3.291153054,3.291153054,162028,2862618,cosmos,4.09,1860992184,61,1860992184,65707291,4.13,4.02,-0.00055516,-0.014,1241174,0.067,454345592,454345592,0,44.45,1.64238E+12,1.16,1.58407E+12,0.06,-0.014,-4.259,-6.375,-14.891,-42.633,1.75003E+12,8914
cosmos,0.16503,5.8636702,26181640,0.1,269715086,454192162,9704374,200,386,586,86199007,3.29234559,3.29234559,166729,2862452,cosmos,4.1,1859751010,60,1859751010,72154482,4.16,4.03,-0.03549433,-0.859,-15613925,-0.833,454192631,454192631,0,44.45,1.64238E+12,1.16,1.58407E+12,0.113,-0.859,-5.262,-5.967,-16.139,-42.46,1.74995E+12,7185
cosmos,0.165388,5.8610491,26166901,0.1,269040006,454038659,9701304,200,386,586,86182581,3.293572326,3.293572326,166729,2862452,cosmos,4.13,1875364935,62,1875395302,158451376,4.24,4.03,-0.11085237,-2.613,-52398154,-2.718,454032254,454039606,0,44.45,1.64238E+12,1.16,1.58407E+12,0.134,-2.613,-2.51,-4.017,-18.85,-44.46,1.74986E+12,6503
cosmos,0.165675,5.8546112,26152156,0.1,268484106,453885134,9698233,200,386,586,86162557,3.294663622,3.294663622,172836,2860347,cosmos,4.24,1927763088,59,1927763088,109886290,4.51,4.24,-0.27029333,-5.99,-118272283,-5.781,453885186,453885186,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.288,-5.99,3.284,-9.13,-20.445,-45.657,1.74977E+12,7256
cosmos,0.165329,5.9705604,26137408,0.1,268954166,453731736,9695163,200,386,586,86143545,3.295795245,3.295795245,175373,2859790,cosmos,4.51,2046035371,61,2046035371,127093907,4.62,4.47,-0.08799216,-1.914,-38580173,-1.851,453732079,453732079,0,44.45,1.64238E+12,1.16,1.58407E+12,0.846,-1.914,5.027,-5.039,-14.568,-40.16,1.74969E+12,7349
cosmos,0.165892,5.8710757,26122857,0.1,267952220,453580344,9692135,200,386,586,86122298,3.296817726,3.296817726,181194,2858801,cosmos,4.6,2084615543,62,2084615543,142353033,4.62,4.39,0.157555,3.551,71234659,3.538,453580729,453580729,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.009,3.551,3.621,-3.321,-13.548,-41.594,1.7496E+12,9181
cosmos,0.165923,5.8858668,26108138,0.1,267812273,453427266,9689073,200,386,586,86094591,3.297615134,3.297615134,183422,2858224,cosmos,4.44,2013380884,62,2013380884,98324824,4.44,4.22,0.171337,4.015,79191250,4.094,453427724,453427724,0,44.45,1.64238E+12,1.16,1.58407E+12,0.124,4.015,-0.481,-7.143,-16.003,-43.635,1.74951E+12,12170
cosmos,0.166139,5.8635062,26093443,0.1,267373066,453274447,9686017,200,386,586,86068312,3.298465135,3.298465135,186874,2858224,cosmos,4.27,1934189634,61,1934189634,76632431,4.32,4.21,-0.04428308,-1.027,-19405476,-0.993,453274562,453274562,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.201,-1.027,-2.386,-10.872,-13.307,-44.849,1.74943E+12,10507
cosmos,0.166229,5.8801473,26078724,0.1,267138704,453121503,9682958,200,386,586,86047085,3.299512852,3.299512852,187193,2858224,cosmos,4.31,1953595109,62,1953653225,68570260,4.32,4.18,0.115424,2.751,52242564,2.748,453109375,453122854,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.278,2.751,-0.996,-8.579,-4.588,-46.802,1.74934E+12,8529
cosmos,0.166209,5.8840082,26064029,0.1,267080213,452968767,9679903,200,386,586,86025467,3.300543711,3.300543711,188103,2858224,cosmos,4.2,1901352545,62,1901352545,106510390,4.29,4.08,0.103985,2.54,47887176,2.584,452968663,452968663,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.928,2.54,-2.476,-14.274,0.51,-51.304,1.74925E+12,9616
cosmos,0.166343,5.8846455,26049343,0.1,266775790,452816227,9676852,200,386,586,86002200,3.30151129,3.30151129,189401,2857982,cosmos,4.09,1853376759,61,1853376759,123898311,4.34,4.06,-0.1904308,-4.445,-86085263,-4.439,452817359,452817359,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.38,-4.445,-12.31,-21.218,0.121,-52.749,1.74917E+12,9581
cosmos,0.166411,5.8860085,26034652,0.1,266577688,452663676,9673801,200,386,586,85978058,3.302446985,3.302446985,189401,2857982,cosmos,4.28,1938989068,61,1938989068,94660902,4.46,4.26,-0.13389945,-3.031,-60072371,-3.005,452661185,452661185,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.254,-3.031,-9.778,-13.494,4.295,-49.768,1.74908E+12,10128
cosmos,0.166564,5.8729446,26019963,0.1,266243096,452511177,9670752,200,386,586,85955145,3.303430716,3.303430716,189905,2857202,cosmos,4.42,1999061439,61,1999061439,96655594,4.52,4.41,-0.05145933,-1.151,-22592605,-1.118,452511489,452511489,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.381,-1.151,-7.057,-8.572,8.165,-47.226,1.749E+12,10343
cosmos,0.166922,5.8783209,26005250,0.1,265581862,452358491,9667698,200,386,586,85927583,3.304239836,3.304239836,189905,2857202,cosmos,4.47,2021654044,61,2021654044,84904191,4.47,4.27,0.095927,2.194,44087743,2.229,452322491,452322491,0,44.45,1.64238E+12,1.16,1.58407E+12,0.194,2.194,-6.513,-6.226,5.48,-45.984,1.74891E+12,11785
cosmos,0.166777,5.8790352,25990550,0.1,265724341,452206012,9664648,200,386,586,85899483,3.30502752,3.30502752,190770,2856348,cosmos,4.37,1978367315,61,1978367315,72924838,4.38,4.28,0.01817564,0.417,8679366,0.441,452206613,452206613,0,44.45,1.64238E+12,1.16,1.58407E+12,0.069,0.417,-8.655,-9.82,0.821,-47.638,1.74882E+12,12192
cosmos,0.166847,5.8740004,25975850,0.1,265522352,452053584,9661600,200,386,586,85867694,3.305674078,3.305674078,192581,2856235,cosmos,4.36,1968927225,60,1968927225,101447981,4.39,4.21,0.057372,1.335,27389755,1.411,452050836,452050836,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.015,1.335,-7.645,-7.627,-2.338,-47.684,1.74874E+12,14549
cosmos,0.167014,5.8694903,25961149,0.1,265167083,451901197,9658552,200,386,586,85839330,3.306453424,3.306453424,193255,2855431,cosmos,4.3,1941537471,61,1941537471,149285966,4.63,4.29,-0.32264345,-6.982,-149443925,-7.147,451891465,451891465,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.402,-6.982,-12.201,-10.608,0.055,-49.776,1.74865E+12,11806
cosmos,0.167176,5.8866696,25946431,0.1,264819890,451748665,9655501,200,386,586,85814662,3.307378267,3.307378267,195370,2854117,cosmos,4.63,2092204992,62,2092204992,115223485,4.91,4.63,-0.19823174,-4.106,-85300186,-3.917,451734688,451734688,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.855,-4.106,-10.889,-5.183,5.674,-46.607,1.74856E+12,9363
cosmos,0.167228,5.886784,25931749,0.1,264649808,450720626,9652459,200,386,586,85788431,3.308239294,3.308239294,194914,2853545,cosmos,4.83,2179627400,61,2179627400,113197199,4.84,4.66,0.07439,1.565,34361854,1.602,451589379,451589379,0,44.45,1.64238E+12,1.16,1.58407E+12,1.898,1.565,-2.526,-5.182,7.732,-44.767,1.74848E+12,10217
cosmos,0.167171,5.9011172,25917070,0.1,264650595,450720626,9649419,200,386,586,85761396,3.309069891,3.309069891,195665,2853053,cosmos,4.75,2144756695,63,2144756695,127929228,4.93,4.71,-0.02231573,-0.468,-7365423,-0.342,451431982,451431982,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.095,-0.468,-1.673,-10.899,8.1,-45.281,1.74839E+12,10472
cosmos,0.167224,5.8953567,25902419,0.1,264478032,450720626,9646386,200,386,586,85732383,3.309821488,3.309821488,195665,2853053,cosmos,4.77,2153850653,62,2153850653,101147406,4.94,4.76,-0.01732038,-0.362,-7237351,-0.335,451289141,451289141,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.266,-0.362,0.151,-9.556,3.566,-43.155,1.7483E+12,12738
cosmos,0.167299,5.8906969,25887759,0.1,264273031,450720626,9643351,200,385,585,85703474,3.310579104,3.310579104,198235,2852294,cosmos,4.79,2158630126,60,2158630126,112561407,4.8,4.6,0.071606,1.518,28747169,1.35,451139381,451139381,0,44.45,1.64238E+12,1.16,1.58407E+12,0.298,1.518,-1.234,-9.888,4.916,-43.43,1.74822E+12,11334
cosmos,0.16742,5.8805891,25873084,0.1,263990686,450720626,9640314,200,383,583,85676041,3.311396546,3.311396546,198387,2851966,cosmos,4.72,2128657925,62,2128657925,107903570,4.85,4.71,-0.08023434,-1.671,-36328590,-1.678,450955424,450955424,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.023,-1.671,0.102,-10.685,2.991,-43.884,1.74813E+12,10410
cosmos,0.167314,5.8925567,25858392,0.1,264067899,450720626,9637276,200,383,583,85652289,3.312359446,3.312359446,196855,2851884,cosmos,4.8,2164986514,59,2164986514,181095713,5.33,4.8,-0.41056267,-7.88,-182948868,-7.792,450836443,450836443,0,44.45,1.64238E+12,1.16,1.58407E+12,-2.099,-7.88,-0.185,-2.483,8.209,-42.437,1.74804E+12,8780
cosmos,0.16729,5.8848586,25843730,0.1,264018018,450685811,9634244,200,383,583,85623044,3.313107048,3.313107048,196645,2851883,cosmos,5.21,2347935382,60,2347935382,150168811,5.22,4.99,0.218151,4.37,99005582,4.402,450682410,450682410,0,44.45,1.64238E+12,1.16,1.58407E+12,0.209,4.37,6.689,15.289,21.04,-39.097,1.74796E+12,10712
cosmos,0.167284,5.8821943,25829046,0.1,263938589,450534060,9631209,200,383,583,85591576,3.313772255,3.313772255,196645,2851883,cosmos,4.99,2251457560,60,2251457560,142059696,5.04,4.81,0.147635,3.048,69802168,3.2,450530640,450530640,0,44.45,1.64238E+12,1.16,1.58407E+12,0.911,3.048,-1.933,19.543,22.544,-43.549,1.74787E+12,13240
cosmos,0.167335,5.8834786,25814358,0.1,263769323,450382299,9628174,200,383,583,85562229,3.314520896,3.314520896,194839,2851125,cosmos,4.84,2182220315,60,2182220315,102213039,4.86,4.68,0.0637,1.333,30226846,1.405,450377734,450377734,0,44.45,1.64238E+12,1.16,1.58407E+12,0.344,1.333,-9.155,18.476,17.188,-45.476,1.74779E+12,11865
cosmos,0.167477,5.8802219,25799673,0.1,263457485,450230621,9625140,200,383,583,85535603,3.31537547,3.31537547,193881,2849978,cosmos,4.78,2149014748,59,2149014748,125397646,4.96,4.6,-0.11988847,-2.448,-53318701,-2.421,450215441,450215441,0,44.45,1.64238E+12,1.16,1.58407E+12,0.227,-2.448,-9.466,16.328,12.949,-41.893,1.7477E+12,10066
cosmos,0.167395,5.8746131,25784975,0.1,263497084,450078889,9622105,200,383,583,85508254,3.31620465,3.31620465,193823,2848995,cosmos,4.89,2202333448,60,2202472462,160889317,5.1,4.68,0.174399,3.695,78931002,3.717,450051834,450080242,0,44.45,1.64238E+12,1.16,1.58407E+12,1.038,3.695,-7.928,19.827,18.291,-43.154,1.74761E+12,10199
cosmos,0.167419,5.8670942,25770259,0.1,263369211,449927055,9619068,200,383,583,85480908,3.317037209,3.317037209,192679,2848995,cosmos,4.72,2123402446,60,2123402446,90291986,4.83,4.68,-0.1069984,-2.217,-48267416,-2.223,449921224,449921224,0,44.45,1.64238E+12,1.16,1.58407E+12,0.092,-2.217,-10.696,11.39,14.78,-45.742,1.74753E+12,11173
cosmos,0.168018,5.8631441,25755533,0.1,262342929,449775075,9616029,200,383,583,85458276,3.318055037,3.318055037,188277,2846757,cosmos,4.83,2171669862,60,2171669862,92998160,4.97,4.81,-0.02644366,-0.545,-8808749,-0.404,449769990,449769990,0,44.45,1.64238E+12,1.16,1.58407E+12,0.23,-0.545,-1.934,11.279,18.817,-43.159,1.74744E+12,8748
cosmos,0.167564,6.0004473,25740811,0.1,262964526,449623336,9612992,200,383,583,85433986,3.319009102,3.319009102,188277,2846757,cosmos,4.85,2180478610,59,2180478610,137027421,5.12,4.8,-0.23922955,-4.698,-108212221,-4.728,449617407,449617407,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.718,-4.698,7.393,8.815,21.259,-42.727,1.74735E+12,9259
cosmos,0.153891,5.8665348,25726307,0.1,262867121,449473789,9599743,200,383,583,85403887,3.319710326,3.319710326,180931,2842322,cosmos,5.09,2285860854,59,2285860854,104814519,5.33,5.07,-0.19906476,-3.762,-92167105,-3.876,449466831,449466831,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.094,-3.762,21.932,18.513,22.316,-37.434,1.74727E+12,14326
cosmos,0.153991,5.8957019,25711583,0.1,262608270,449170856,9569447,200,383,583,85372105,3.320375295,3.320375295,178096,2842200,cosmos,5.29,2378027959,57,2378027959,136497621,5.33,5.01,0.053478,1.021,24757306,1.052,449317561,449317561,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.785,1.021,29.446,20.789,28.82,-37.205,1.74718E+12,14792
cosmos,0.154026,5.8710298,25696905,0.1,262460533,449170856,9569447,200,382,582,85331948,3.320709167,3.320709167,178096,2842200,cosmos,5.24,2353270652,57,2353306276,164775316,5.47,5.2,-0.07786754,-1.465,-33674228,-1.411,449165036,449171835,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.808,-1.465,27.538,16.918,19.956,-38.272,1.74709E+12,17023
cosmos,0.153675,5.8750765,25682188,0.1,262970157,449019276,9554285,200,382,582,85292832,3.321088998,3.321088998,170585,2840684,cosmos,5.32,2386944880,57,2386944880,135646759,5.4,5.16,-0.06222339,-1.157,-25715446,-1.066,449019606,449019606,0,44.45,1.64238E+12,1.16,1.58407E+12,0.354,-1.157,30.159,20.955,25.058,-37.746,1.74701E+12,15165
cosmos,0.153376,5.8717059,25667479,0.1,263394125,448867779,9539137,200,382,582,85254424,3.321495812,3.321495812,170028,2840682,cosmos,5.38,2412660325,59,2412695464,161247484,5.37,4.88,0.447544,9.082,202731722,9.174,448862003,448868540,0,44.45,1.64238E+12,1.16,1.58407E+12,1.621,9.082,26.866,16.633,25.041,-37.804,1.74692E+12,16646
cosmos,0.153287,5.8699463,25652763,0.1,263457709,448716322,9523989,200,382,582,85210199,3.32167724,3.32167724,170094,2840214,cosmos,4.93,2209928604,58,2209928604,201245337,4.98,4.53,0.396315,8.749,178802140,8.803,448716661,448716661,0,44.45,1.64238E+12,1.16,1.58407E+12,0.002,8.749,13.572,7.911,8.114,-46.007,1.74684E+12,19366
cosmos,0.152918,5.8772154,25638042,0.1,264004456,448564854,9508844,200,382,582,85172331,3.322107476,3.322107476,170094,2840214,cosmos,4.53,2031126464,60,2031158142,114921899,4.56,4.16,0.359118,8.614,161418515,8.633,448558671,448565667,0,44.45,1.64238E+12,1.16,1.58407E+12,0.207,8.614,1.529,-1.197,7.71,-50.219,1.74675E+12,16177
cosmos,0.153428,5.8787707,25623332,0.1,263039222,448413530,9493711,200,382,582,85136764,3.322626581,3.322626581,172594,2840173,cosmos,4.17,1869707948,61,1869707948,114892558,4.18,4.09,0.055029,1.337,25453438,1.38,448413653,448413653,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.088,1.337,-2.952,-6.003,-4.686,-53.562,1.74666E+12,15689
cosmos,0.153079,6.0418356,25608671,0.1,263550082,448263198,9478639,200,382,582,85108155,3.323411629,3.323411629,174692,2839447,cosmos,4.11,1844254510,62,1844282597,79465431,4.11,4.01,0.04406327,1.083,20102112,1.102,448257214,448264041,0,44.45,1.64238E+12,1.16,1.58407E+12,0.566,1.083,-6.093,-4.407,-7.532,-55.561,1.74658E+12,12259
cosmos,0.152963,5.9086615,25594269,0.1,263663157,448115134,9463832,200,382,582,85084551,3.324359488,3.324359488,175579,2838472,cosmos,4.07,1824152399,62,1824152399,87438944,4.19,4.06,-0.02587154,-0.631,-9781382,-0.533,448115175,448115175,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.818,-0.631,-9.132,-0.062,-14.886,-56.298,1.74649E+12,10070
cosmos,0.153144,5.8819559,25579625,0.1,263263369,447964650,9448783,200,382,582,85054216,3.325076736,3.325076736,176638,2838289,cosmos,4.1,1833933780,62,1833933780,75363097,4.24,4.08,-0.13227853,-3.129,-59167327,-3.125,447964661,447964661,0,44.45,1.64238E+12,1.16,1.58407E+12,0.27,-3.129,-6.821,-0.927,-17.675,-52.875,1.7464E+12,11981
cosmos,0.153315,5.8784179,25564931,0.1,262880848,447813724,9433691,200,382,582,85022052,3.325729766,3.325729766,176808,2837680,cosmos,4.23,1894951622,61,1894951622,62273239,4.37,4.19,-0.13769429,-3.154,-59059977,-3.022,447814012,447814012,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.24,-3.154,-8.248,-0.035,-9.599,-51.95,1.74632E+12,11362
cosmos,0.153334,5.8749219,25550226,0.1,262760137,447662684,9418588,200,382,582,84989113,3.326354648,3.326354648,178099,2837680,cosmos,4.37,1954341189,60,1954369922,74789745,4.5,4.34,-0.0646767,-1.46,-28307954,-1.428,447657058,447663639,0,44.45,1.64238E+12,1.16,1.58407E+12,0.634,-1.46,-4.367,5.529,4.395,-49.783,1.74623E+12,12136
cosmos,0.153152,5.8783402,25535520,0.1,262983304,447511716,9403490,200,382,582,84957340,3.327026041,3.327026041,177868,2837568,cosmos,4.43,1984289085,60,1984289085,71003706,4.48,4.3,0.128979,2.998,60334710,3.136,447512250,447512250,0,44.45,1.64238E+12,1.16,1.58407E+12,-0.713,2.998,-3.327,7.752,0.784,-48.961,1.74614E+12,12014
cosmos,0.153195,5.8757516,25520829,0.1,262819919,447360963,9388415,200,382,582,84923598,3.327619099,3.327619099,178344,2836880,cosmos,4.3,1923954375,60,1923983499,82090551,4.42,4.25,-0.0778742,-1.778,-31027037,-1.587,447355145,447361917,0,44.45,1.64238E+12,1.16,1.58407E+12,0.059,-1.778,-3.026,5.884,-1.627,-48.627,1.74606E+12,14542
